RBD;DV_RBD;NOM_RBD;RBD_A1;RBD_A2;COD_DEPE;COD_DEPE2;COD_REG_RBD;COD_PRO_RBD;COD_COM_RBD;NOM_COM_RBD;COD_DEPROV_RBD;NOM_DEPROV_RBD;RURAL_RBD;EFECTIVR;SUPERAR;INICIAR;MEJORAR;INTEGRAR;IGUALDR;CLUSTER;INDICER;SEL2018_25;SEL2018_35;SEL
1;9;LICEO POLITECNICO ARICA; ; ;2;1;15;151;15101;ARICA;151;ARICA;1;30,3737725939171;60,6666808420415;82,7818181818182;50;64,9166666666667;89,0657124147726;1532;57,0321656510133;2;2;3
2;7;PARVULARIO LAS ESPIGUITAS; ; ;2;1;15;151;15101;ARICA;151;ARICA;1;46,3079949762429;61,8948455474666;0;100;0;94,5131166035536;1512;57,2574005472823;2;2;3
3;5;ESC. PEDRO VICENTE GUTIERREZ TORRES; ; ;2;1;15;151;15101;ARICA;151;ARICA;2;45,2840329171015;62,572863863356;0;100;0;89,9330063340456;1521;56,0607554545573;2;2;3
4;3;LICEO OCTAVIO PALMA PEREZ; ; ;2;1;15;151;15101;ARICA;151;ARICA;1;55,2707156282721;59,2734294365473;93,77;100;91,6666666666667;96,5992578768044;1532;70,5080950909242;2;2;3
5;1;JOVINA NARANJO FERNANDEZ; ; ;2;1;15;151;15101;ARICA;151;ARICA;1;57,4080571961135;59,1221445752656;97,19;87,5;67,5833333333333;95,7707792670557;1532;69,8253197490553;2;2;3
7;8;L. POLI. ANTONIO VARAS DE LA BARRA; ; ;2;1;15;151;15101;ARICA;151;ARICA;1;34,2489232122232;70,3736032357905;0;87,5;0;93,2368385566646;1532;54,6388149770101;2;2;3
8;6;COLEGIO INTEGRADO EDUARDO FREI MONTALVA; ; ;2;1;15;151;15101;ARICA;151;ARICA;1;40,0661539519923;66,587900608536;91,9;100;73,75;91,809098090522;1532;64,8685907125421;2;2;3
9;4;ESCUELA REPUBLICA DE ISRAEL; ; ;2;1;15;151;15101;ARICA;151;ARICA;1;55,7221734521495;69,6169200295955;96,19;75;96,3333333333333;97,0755679958839;1511;73,5546334113432;2;1;2
10;8;ESCUELA REPUBLICA DE FRANCIA; ; ;2;1;15;151;15101;ARICA;151;ARICA;1;50,4275090753131;70,9071489689327;0;100;0;95,6648363238017;1512;61,5584440604034;2;2;3
11;6;ESC. GRAL. PEDRO LAGOS MARCHANT; ; ;2;1;15;151;15101;ARICA;151;ARICA;1;43,074033303847;46,3279049047416;81,98;75;50,4166666666667;94,773729415463;1512;58,6990595004863;2;2;3
12;4;ESCUELA GRAL JOSE MIGUEL CARRERA; ; ;2;1;15;151;15101;ARICA;151;ARICA;1;58,5631626578683;62,0024236341695;97,3;100;95,8333333333333;96,6721208404542;1512;72,9265820525453;1;2;1
13;2;ESCUELA MANUEL RODRIGUEZ ERDOYZA; ; ;2;1;15;151;15101;ARICA;151;ARICA;1;51,119597937624;67,5356903047631;91,56;100;90,4166666666667;95,8071514746701;1512;70,9162511800153;1;2;1
14;0;ESCUELA ROMULO J. PENA MATURANA; ; ;2;1;15;151;15101;ARICA;151;ARICA;1;40,8064093833789;63,3848077807285;85,84;100;63,3333333333333;95,1716716850512;1512;64,1009520878321;2;2;3
15;9;LICEO ARTISTICO DR. JUAN NOE CREVANI; ; ;2;1;15;151;15101;ARICA;151;ARICA;1;38,4759086472321;60,6877080756707;98,08;100;62;91,7402764453618;1532;62,3963052786433;2;2;3
16;7;ESCUELA REGIMIENTO RANCAGUA; ; ;2;1;15;151;15101;ARICA;151;ARICA;1;39,5754196083616;61,3256323668598;0;100;0;93,8319371739621;1512;54,4571084960862;2;2;3
17;5;ESCUELA SUBTTE. LUIS CRUZ MARTINEZ; ; ;2;1;15;151;15101;ARICA;151;ARICA;1;42,1456776662118;63,4247619866451;96,38;100;75,5833333333333;95,7475617717315;1512;65,9792643492066;2;2;3
18;3;ESC. COMTE. JUAN JOSE SAN MARTIN; ; ;2;1;15;151;15101;ARICA;151;ARICA;1;39,1214884962162;57,1232775386274;0;100;0;95,5083018565976;1512;53,4812948628671;2;2;3
19;1;ESC. HUMBERTO VALENZUELA GARCIA; ; ;2;1;15;151;15101;ARICA;151;ARICA;1;50,7707805774765;65,1935353275093;94,16;87,5;88,3333333333333;96,814087273485;1512;70,1547445722023;2;1;2
20;5;ESCUELA TUCAPEL; ; ;2;1;15;151;15101;ARICA;151;ARICA;1;42,5520230747596;56,7131521424596;88,07;100;80,4166666666667;95,8905492156792;1512;64,0248852983325;2;2;3
22;1;ESCUELA GABRIELA MISTRAL; ; ;2;1;15;151;15101;ARICA;151;ARICA;1;38,3886739308953;58,5177071792758;92,31;87,5;56,6666666666667;95,3994461717835;1512;61,6985788557542;2;2;3
25;6;COLEGIO CENTENARIO DE ARICA; ; ;2;1;15;151;15101;ARICA;151;ARICA;1;38,6519646092821;61,7247837299955;93,81;87,5;65,1666666666667;94,2721268878351;1532;62,9609675984902;2;2;3
26;4;ESCUELA REPUBLICA DE ARGENTINA; ; ;2;1;15;151;15101;ARICA;151;ARICA;1;59,7572882975559;66,1054005339442;96,13;87,5;89,9166666666667;94,969989519739;1512;73,526739847276;1;2;1
27;2;ESCUELA ESMERALDA; ; ;2;1;15;151;15101;ARICA;151;ARICA;1;46,0394592441964;65,3455210571939;0;100;0;70,2850259728083;1512;52,7940515303848;2;2;3
28;0;ESCUELA RICARDO SILVA ARRIAGADA; ; ;2;1;15;151;15101;ARICA;151;ARICA;1;54,5758984393445;59,6934540358359;94,97;75;91,8333333333333;97,0495792824172;1512;70,04802366139;2;2;3
29;9;ESCUELA AMERICA; ; ;2;1;15;151;15101;ARICA;151;ARICA;1;37,7324507648807;58,4536855931833;0;87,5;0;95,1753146415001;1512;53,0166079702272;2;2;3
30;2;ESCUELA DR. RICARDO OLEA GUERRA;10913; ;2;1;15;151;15101;ARICA;151;ARICA;1; ; ;91,9625;87,2777777777778;86,5;98,0471953946955;1551;94,7391101320248;1;2;1
31;0;ESCUELA DARIO SALAS DIAZ; ; ;2;1;15;151;15101;ARICA;151;ARICA;2;49,3914988442738;56,5519893769707;95,51;87,5;75,8333333333333;97,9439766441241;1521;66,929353126307;2;2;3
32;9;LICEO AGRICOLA JOSE ABELARDO NUNEZ M.; ; ;2;1;15;151;15101;ARICA;151;ARICA;2;41,3557055657017;64,8171628282159;93,3454545454545;87,5;82;95,7989403148358;1541;65,9769107932012;1;2;1
33;7;ESCUELA CARLOS CONDELL DE LA HAZA; ; ;2;1;15;151;15101;ARICA;151;ARICA;2;62,168885512024;69,557396987472;94,23;100;70,5;97,5921696247782;1521;75,1276361133922;1;2;1
35;3;ESCUELA GRAL. MANUEL BAQUEDANO; ; ;2;1;15;151;15101;ARICA;151;ARICA;2;39,3713685172416;63,2747901081245;0;75;0;94,4151237878667;1521;54,5556748149849;2;2;3
36;1;ESCUELA IGNACIO CARRERA PINTO; ; ;2;1;15;151;15101;ARICA;151;ARICA;1;37,3035720377702;57,9391815995598;96,94;100;97,5;96,4705449559262;1512;63,9402123921555;2;2;3
38;8;ESCUELA ESPAÑA; ; ;2;1;15;151;15101;ARICA;151;ARICA;2;51,3666216073649;65,4624074101575;90,49;87,5;92,9166666666667;97,8838510773151;1521;70,6948046399118;1;2;1
39;6;ESCUELA PAMPA ALGODONAL; ; ;2;1;15;151;15101;ARICA;151;ARICA;2;27,669105767561;60,7785173665586;0;75;0;92,2594413642407;1521;49,0526310967669;2;2;3
41;8;ESCUELA VALLE DE CHACA; ; ;2;1;15;151;15101;ARICA;151;ARICA;2;33,9449174802456;60,7785173665586;0;100;0;97,2281734971436;1521;52,9678024996989;2;2;3
42;6;ESCUELA MOLINOS LLUTA; ; ;2;1;15;151;15101;ARICA;151;ARICA;2;42,7733910507009;60,7785173665586;77,5;100;84,8;95,6511447533369;1521;64,7773913971299;2;2;3
43;4;JARDIN INFANTIL CEPILLIN; ; ;3;2;15;151;15101;ARICA;151;ARICA;1;46,3079949762429;61,8948455474666;0;75;0;92,5035423889827;1512;56,3152942200767;2;2;3
45;0;COLEGIO ITALIANO SANTA ANA; ; ;3;2;15;151;15101;ARICA;151;ARICA;1;57,8690581830768;59,9245599001706;0;87,5;0;94,6886928052505;1531;60,7719407169413;2;2;3
46;9;JARDIN INFANTIL SAN ANDRES; ; ;3;2;15;151;15101;ARICA;151;ARICA;1;46,3079949762429;61,8948455474666;0;100;0;92,5035423889827;1512;56,8152942200767;2;2;3
49;3;JARDIN INFANTIL PADRE LUIS GALLARDO; ; ;3;2;15;151;15101;ARICA;151;ARICA;1;46,3079949762429;61,8948455474666;0;87,5;0;92,5035423889827;1512;56,5652942200767;2;2;3
50;7;COLEGIO ADVENTISTA DE ARICA; ; ;3;2;15;151;15101;ARICA;151;ARICA;1;61,7867504006081;60,4055884219923;94,72;100;78,9166666666667;97,9471264488713;1532;72,9520635584679;2;2;3
52;3;LICEO DOMINGO SANTA MARIA; ; ;3;2;15;151;15101;ARICA;151;ARICA;1;65,6487657642446;64,9761461248064;99,1727272727273;100;99,1666666666667;95,2634143690437;1532;76,3500123786029;1;2;1
55;8;JARDIN INFANTIL MONTESSORI GARDEN; ; ;3;2;15;151;15101;ARICA;151;ARICA;1;46,3079949762429;61,8948455474666;95,9454545454546;87,5;97;95,7742976623532;1512;67,8915876529455;2;2;3
56;6;COLEGIO SAN MARCOS DE ARICA; ; ;3;2;15;151;15101;ARICA;151;ARICA;1;64,1996433636143;62,4003026777518;94,06;100;88,1666666666667;96,7057524911463;1531;74,5531516756933;1;2;1
58;2;JARDIN INFANTIL PETETE J.M. BORGOÐO; ; ;3;2;15;151;15101;ARICA;151;ARICA;1;46,3079949762429;61,8948455474666;0;100;0;92,5035423889827;1512;56,8152942200767;2;2;3
60;4;COLEGIO ALEMAN DE ARICA; ; ;3;2;15;151;15101;ARICA;151;ARICA;1;55,9030827048297;67,1302262391183;82,55;37,5;66,5;93,992887531113;1531;69,187039204585;2;2;3
66;3;JARDIN INFANTIL PLUTO; ; ;3;2;15;151;15101;ARICA;151;ARICA;1;46,3079949762429;61,8948455474666;0;100;0;92,5035423889827;1512;56,8152942200767;2;2;3
67;1;ABRAHAM LINCOLN SCHOOL; ; ;3;2;15;151;15101;ARICA;151;ARICA;1;58,6333652850116;57,5600928163494;66,17;100;49,3333333333333;96,4430483486332;1531;67,4655084473981;2;2;3
70;1;ESCUELA VALLE DE ESQUINA; ; ;2;1;15;151;15102;CAMARONES;151;ARICA;2;45,2840329171015;62,572863863356;0;87,5;0;88,7875631406812;1521;55,5587579520171;2;2;3
72;8;LICEO VALLE DE CODPA; ; ;2;1;15;151;15102;CAMARONES;151;ARICA;2;37,8757983807679;61,6725432444097;62,6;87,5;57,0833333333333;87,2326090770655;1541;58,8336981729399;2;2;3
73;6;ESCUELA VALLE DE COBIJA; ; ;2;1;15;151;15102;CAMARONES;151;ARICA;2;45,2840329171015;62,572863863356;63,3444444444444;100;38;84,2296335481915;1521;60,506680108336;2;2;3
74;4;ESCUELA VALLE DE CAMARONES; ; ;2;1;15;151;15102;CAMARONES;151;ARICA;2;45,2840329171015;62,572863863356;0;100;0;97,2281734971436;1521;57,6656922304388;2;2;3
75;2;ESCUELA VALLE DE GUANACAGUA; ; ;2;1;15;151;15102;CAMARONES;151;ARICA;2;45,2840329171015;62,572863863356;0;87,5;0;93,6710933971644;1521;56,6331346084434;2;2;3
76;0;ESCUELA VALLE DE CUYA; ; ;2;1;15;151;15102;CAMARONES;151;ARICA;2;64,7577546649653;62,572863863356;0;87,5;0;85,3263803102801;1521;62,0025747760385;2;2;3
78;7;LICEO GRANADEROS; ; ;2;1;15;152;15201;PUTRE;151;ARICA;2;36,4835157148316;54,6320975983234;70,2454545454546;100;36,0833333333333;95,6072127379075;1541;57,8483688837519;2;2;3
79;5;ESCUELA EL MARQUEZ; ; ;2;1;15;152;15201;PUTRE;151;ARICA;2;39,9545489126439;64,6480064208354;0;75;0;92,7405823242911;1521;54,7875530068562;2;2;3
81;7;ESCUELA PAYACHATAS; ; ;2;1;15;152;15201;PUTRE;151;ARICA;2;45,2840329171015;62,572863863356;0;100;0;93,5143049403001;1521;56,8486411479333;2;2;3
82;5;ESCUELA SAN FRANCISCO DE ASIS; ; ;2;1;15;152;15201;PUTRE;151;ARICA;2;63,8342848665797;62,572863863356;0;100;0;94,6284655073532;1521;63,9573496939918;2;2;3
83;3;ESCUELA COTA COTANI; ; ;2;1;15;152;15201;PUTRE;151;ARICA;2;45,2840329171015;62,572863863356;0;100;0;95,0617501723182;1521;57,1890790989773;2;2;3
84;1;ESCUELA LOS ALAMOS; ; ;2;1;15;152;15201;PUTRE;151;ARICA;2;45,2840329171015;62,572863863356;0;100;0;90,7289035226675;1521;56,2358528360541;2;2;3
86;8;ESCUELA SAN SANTIAGO DE BELEN; ; ;2;1;15;152;15201;PUTRE;151;ARICA;2;45,2840329171015;62,572863863356;0;100;0;93,5143049403001;1521;56,8486411479333;2;2;3
87;6;ESCUELA ANCOLACANE; ; ;2;1;15;152;15202;GENERAL LAGOS;151;ARICA;2;45,2840329171015;62,572863863356;0;87,5;0;97,2281734971436;1521;57,4156922304388;2;2;3
88;4;ESCUELA ALCERRECA; ; ;2;1;15;152;15202;GENERAL LAGOS;151;ARICA;2;45,2840329171015;62,572863863356;0;100;0;97,2281734971436;1521;57,6656922304388;2;2;3
89;2;ESCUELA HUMAPALCA; ; ;2;1;15;152;15202;GENERAL LAGOS;151;ARICA;2;45,2840329171015;62,572863863356;0;100;0;87,4792685354295;1521;55,5209331388617;2;2;3
90;6;ESCUELA INTERNADO VISVIRI; ; ;2;1;15;152;15202;GENERAL LAGOS;151;ARICA;2;22,8919848594324;61,3256323668598;0;100;0;88,7543387204389;1521;47,1671659792073;2;2;3
91;4;ESCUELA COSAPILLA; ; ;2;1;15;152;15202;GENERAL LAGOS;151;ARICA;2;45,2840329171015;62,572863863356;0;87,5;0;90,7289035226675;1521;55,9858528360541;2;2;3
92;2;ESCUELA CHISLLUMA; ; ;2;1;15;152;15202;GENERAL LAGOS;151;ARICA;2;45,2840329171015;62,572863863356;0;87,5;0;97,2281734971436;1521;57,4156922304388;2;2;3
93;0;ESCUELA CHUJLLUTA; ; ;2;1;15;152;15202;GENERAL LAGOS;151;ARICA;2;45,2840329171015;62,572863863356;0;87,5;0;87,2178819657298;1521;55,2134280935278;2;2;3
94;9;ESCUELA GUACOYO; ; ;2;1;15;152;15202;GENERAL LAGOS;151;ARICA;2;45,2840329171015;62,572863863356;0;87,5;0;83,8651081213326;1521;54,4758178477604;2;2;3
95;7;ESCUELA COLPITAS; ; ;2;1;15;152;15202;GENERAL LAGOS;151;ARICA;2;45,2840329171015;62,572863863356;0;100;0;97,2281734971436;1521;57,6656922304388;2;2;3
97;3;INST. COM. DE IQUIQUE BALDOMERO WOLNITZKY; ; ;1;1;1;11;1101;IQUIQUE;11;IQUIQUE;1;39,9409752829002;62,5665691222608;28,2;100;12;87,7120680705403;132;55,885455184425;2;2;3
102;3;ESC.EDUC.ESPECIAL FLOR DEL INCA; ; ;1;1;1;11;1101;IQUIQUE;11;IQUIQUE;1; ; ;0;100;0;92,5035423889827;151;63,8593699195085;2;2;3
103;1;ESC.EDUC.GRAL.BAS.Y DES.ART.VIOLETA PARRA; ; ;1;1;1;11;1101;IQUIQUE;11;IQUIQUE;1;39,5638108489465;70,185736094132;0;100;0;96,3676707368329;132;57,4915036825704;2;2;3
105;8;CENTRO DE CAPACITACION LABORAL; ; ;1;1;1;11;1101;IQUIQUE;11;IQUIQUE;1; ; ;98,2;100;97,5;98,0471953946955;151;98,1068085407332;1;2;1
106;6;INSTITUTO DEL MAR ALMIRANTE CARLOS CONDEL; ; ;5;4;1;11;1101;IQUIQUE;11;IQUIQUE;1;40,4651287608982;59,8206529649563;0;100;0;87,6256106016937;132;52,9995148040927;2;2;3
107;4;LICEO LIBERT. GRAL.BERNARDO O´HIGGINS; ; ;1;1;1;11;1101;IQUIQUE;11;IQUIQUE;1;40,0152810588231;56,4971543502349;81,76;100;43,8333333333333;90,8156757849258;132;59,7015725491807;2;2;3
108;2;LICEO POLITEC. JOSE GUTIERREZ DE LA FUEN; ; ;1;1;1;11;1101;IQUIQUE;11;IQUIQUE;1;30,4647736560885;62,3132506848982;0;100;0;87,9239473685903;132;50,0629448656141;2;2;3
109;0;LICEO ELENA DUVAUCHELLE CABEZON; ; ;1;1;1;11;1101;IQUIQUE;11;IQUIQUE;1;32,8564105443349;62,5665691222608;0;87,5;0;83,452736243419;132;49,7851132291891;2;2;3
110;4;LICEO BICENTENARIO DOMINGO SANTA MARIA DE IQQ.; ; ;1;1;1;11;1101;IQUIQUE;11;IQUIQUE;1;46,8562062294372;58,2524078138004;78,18;100;54,8333333333333;94,2042118392521;132;63,804863764058;2;2;3
111;2;ESCUELA GABRIELA MISTRAL; ; ;1;1;1;11;1101;IQUIQUE;11;IQUIQUE;1;42,9019104279107;65,4450183333628;96,17;100;97,5;96,2968731823211;112;68,0288240917792;1;2;1
112;0;ESCUELA EDUARDO LLANOS; ; ;1;1;1;11;1101;IQUIQUE;11;IQUIQUE;1;46,7788030825213;63,9823339545328;90,95;100;84,25;95,0144302238655;112;67,7958852970525;1;2;1
113;9;ESCUELA ALMIRANTE PATRICIO LYNCH; ; ;1;1;1;11;1101;IQUIQUE;11;IQUIQUE;1;39,1413669792396;61,8056848171609;0;100;0;91,1521832620817;112;53,8413778487817;2;2;3
114;7;ESCUELA PLACIDO VILLARROEL; ; ;1;1;1;11;1101;IQUIQUE;11;IQUIQUE;1;35,2805224567123;57,7457518302889;90,46;100;93,75;93,6063113234865;112;61,9310923126315;2;2;3
116;3;COLEGIO REPUBLICA DE CROACIA; ; ;1;1;1;11;1101;IQUIQUE;11;IQUIQUE;1;41,4197380328614;64,0574087545402;31,04;100;12;93,9889061547081;112;58,4013368774657;2;2;3
117;1;ESCUELA PAULA JARAQUEMADA ALQUIZAR; ; ;1;1;1;11;1101;IQUIQUE;11;IQUIQUE;1;43,9349384579207;62,1305865125962;93,76;100;94,1666666666667;96,2991622510395;112;67,1722404815196;2;1;2
119;8;ESCUELA CENTENARIO; ; ;1;1;1;11;1101;IQUIQUE;11;IQUIQUE;1;42,4785962200486;69,1191517129674;72,04;100;53,0833333333333;93,7173880826403;112;64,6648351258964;2;1;2
122;8;ESCUELA THILDA PORTILLO OLIVARES; ; ;1;1;1;11;1101;IQUIQUE;11;IQUIQUE;1;39,3182239173126;56,3272954694413;72,73;100;71,8333333333333;95,0488148217749;112;61,1855915083064;2;2;3
123;6;COLEGIO ESPANA; ; ;1;1;1;11;1101;IQUIQUE;11;IQUIQUE;1;33,9048420137026;62,5125463751792;30,13;100;12;95,0578482718059;112;55,3688311499175;2;2;3
124;4;LICEO LUIS CRUZ MARTINEZ; ; ;1;1;1;11;1101;IQUIQUE;11;IQUIQUE;1;34,8827542834077;62,5665691222608;87,0181818181818;75;70,9166666666667;93,2306949531933;132;61,2029355712207;2;2;3
125;2;ESCUELA PROFESOR MANUEL CASTRO RAMOS; ; ;1;1;1;11;1101;IQUIQUE;11;IQUIQUE;1;45,3133820953348;67,3071244795532;95,26;100;86,8333333333333;94,6894938865687;132;68,5009015512606;1;2;1
126;0;COLEGIO REPUBLICA DE ITALIA; ; ;1;1;1;11;1101;IQUIQUE;11;IQUIQUE;1;40,1000617530085;62,3436463022231;0;100;0;92,4874737787865;112;54,6404880445686;2;2;3
127;9;LICEO MARIA AUXILIADORA; ; ;3;2;1;11;1101;IQUIQUE;11;IQUIQUE;1;64,5644752650111;62,6554116349205;84,29;100;98,3333333333333;96,2793230814661;131;74,5878888504211;1;2;1
129;5;LICEO SUPERIOR GABRIELA MISTRAL; ; ;3;2;1;11;1101;IQUIQUE;11;IQUIQUE;1;41,6156160456913;57,3975988059493;0;100;0;85,3425516606105;132;52,2444669679059;2;2;3
130;9;COLEGIO NORTH COLLEGE; ; ;3;2;1;11;1101;IQUIQUE;11;IQUIQUE;1;57,7983124269052;63,3097191143646;14,5;87,5;12,3333333333333;94,8161480805242;131;63,208316194359;2;2;3
131;7;COLEGIO ESCASCE; ; ;3;2;1;11;1101;IQUIQUE;11;IQUIQUE;1;43,4478686901721;65,9157721182013;0;87,5;0;93,1379272733823;132;56,7724716086041;2;2;3
132;5;COLEGIO BAJO MOLLE; ; ;3;2;1;11;1101;IQUIQUE;11;IQUIQUE;1;68,9427683000408;58,4184703622182;74,7;100;57;95,9486787251304;131;72,3067052919649;2;1;2
133;3;COLEGIO ADVENTISTA DE IQUIQUE; ; ;3;2;1;11;1101;IQUIQUE;11;IQUIQUE;1;51,7800939072983;60,9132020301151;87,77;100;69,25;96,4179556020366;132;68,1549815465807;1;2;1
134;1;LICEO ATENEA; ; ;3;2;1;11;1101;IQUIQUE;11;IQUIQUE;1;37,8128960747143;67,4781817351331;0;87,5;0;90,4302949455302;132;54,5293273214982;2;2;3
139;2;JARDIN INFANTIL CONEJITO; ; ;4;3;1;11;1101;IQUIQUE;11;IQUIQUE;1;49,0364860181482;68,3509366762696;0;100;0;92,5035423889827;111;59,6325414216465;2;2;3
144;9;COLEGIO IQUIQUE YOUNG SCHOOL; ; ;3;2;1;11;1101;IQUIQUE;11;IQUIQUE;1;42,0696350132756;67,1698387626222;0;87,5;0;94,5807919765949;132;56,9310940432971;2;2;3
154;6;ESCUELA BASICA FRONTERIZA; ; ;2;1;1;14;1404;HUARA;11;IQUIQUE;2;49,671396726435;60,7785173665586;0;87,5;0;90,2672429888716;122;57,0051951089691;2;2;3
156;2;ESCUELA PISAGUA; ; ;2;1;1;14;1404;HUARA;11;IQUIQUE;2;29,2618828373212;60,7785173665586;0;87,5;0;93,4726443621232;122;50,1588632721124;2;2;3
158;9;ESCUELA CHIAPA; ; ;2;1;1;14;1404;HUARA;11;IQUIQUE;2;48,5144591017711;54,0109361742689;15,8888888888889;100;32,3333333333333;97,2281734971436;122;59,0336101658222;2;2;3
159;7;ESCUELA JAINA; ; ;2;1;1;14;1404;HUARA;11;IQUIQUE;2;48,5144591017711;54,0109361742689;16,6666666666667;100;10,3333333333333;92,8953268474929;122;57,0270505695657;2;2;3
160;0;ESCUELA PACHICA; ; ;2;1;1;14;1404;HUARA;11;IQUIQUE;2;38,3163611917149;60,7785173665586;42,6333333333333;100;18,2;91,2145521070354;122;56,7302399671187;2;2;3
161;9;LICEO DE HUARA; ; ;2;1;1;14;1404;HUARA;11;IQUIQUE;2;39,684136637693;68,1721936201984;0;100;0;94,322752865696;121;56,5223504000551;2;2;3
162;7;ESCUELA SIBAYA; ; ;2;1;1;14;1404;HUARA;11;IQUIQUE;2;55,835441415528;0;0;100;0;95,3947584327582;122;43,6459601789522;2;2;3
165;1;ESCUELA CHUSMIZA; ; ;2;1;1;14;1404;HUARA;11;IQUIQUE;2;41,7026135981451;65,9082113070605;20;100;32,3333333333333;92,1216042314838;121;58,9676857948838;2;2;3
167;8;ESCUELA CAMINA; ; ;2;1;1;14;1402;CAMIÑA;11;IQUIQUE;2;41,7697858164726;60,6488040024683;0;100;0;93,5150444764214;122;55,0097956575987;2;2;3
168;6;ESCUELA CUISAMA; ; ;2;1;1;14;1402;CAMIÑA;11;IQUIQUE;2;48,5144591017711;54,0109361742689;16,6666666666667;100;10,3333333333333;95,3712392187219;122;57,5717512912361;2;2;3
169;4;ESCUELA QUISTAGAMA; ; ;2;1;1;14;1402;CAMIÑA;11;IQUIQUE;2;76,0220014714792;60,7785173665586;18,0555555555556;100;7,75;94,7909472567151;122;69,4709671368944;1;2;1
170;8;ESCUELA NAMA; ; ;2;1;1;14;1402;CAMIÑA;11;IQUIQUE;2;48,5144591017711;54,0109361742689;0;100;0;97,2281734971436;122;56,4636101658222;2;2;3
171;6;ESCUELA APAMILCA; ; ;2;1;1;14;1402;CAMIÑA;11;IQUIQUE;2;61,8538467505434;54,0109361742689;16,6666666666667;100;7,75;97,2281734971436;122;62,7866835958679;1;2;1
172;4;ESCUELA CHAPIQUILTA; ; ;2;1;1;14;1402;CAMIÑA;11;IQUIQUE;2;48,5144591017711;54,0109361742689;0;100;0;97,2281734971436;122;56,4636101658222;2;2;3
173;2;ESCUELA MOQUELLA; ; ;2;1;1;14;1402;CAMIÑA;11;IQUIQUE;2;50,9502612022128;60,7785173665586;71,4666666666667;87,5;59,5;96,4635535001464;122;66,1045632774874;1;2;1
174;0;ESCUELA FRANCIA; ; ;2;1;1;14;1402;CAMIÑA;11;IQUIQUE;2;51,4966575977348;60,7785173665586;71,4666666666667;100;59,5;94,0523938505246;122;66,0262748209137;1;2;1
175;9;ESCUELA YALA YALA; ; ;2;1;1;14;1402;CAMIÑA;11;IQUIQUE;2;48,5144591017711;54,0109361742689;19,4444444444444;100;25,3333333333333;88,5624801978422;122;56,9904909733092;2;2;3
177;5;ESCUELA BASICA CARIQUIMA; ; ;2;1;1;14;1403;COLCHANE;11;IQUIQUE;2;48,5144591017711;54,0109361742689;0;87,5;0;98,5216925318099;122;56,4981843534488;2;2;3
178;3;LICEO TECNICO PROFESIONAL COLCHANE; ; ;2;1;1;14;1403;COLCHANE;11;IQUIQUE;2;36,7939740961209;56,2363292714632;28,7272727272727;100;11,5;95,5321605648503;121;54,6756542994779;2;2;3
179;1;ESCUELA BASICA MAUQUE; ; ;2;1;1;14;1403;COLCHANE;11;IQUIQUE;2;48,5144591017711;54,0109361742689;16,6666666666667;100;3,33333333333333;97,2281734971436;122;57,6302768324889;2;2;3
185;6;ESCUELA BASICA PISIGA-CHOQUE; ; ;2;1;1;14;1403;COLCHANE;11;IQUIQUE;2;29,9669560087023;60,7785173665586;16,6666666666667;87,5;11,5;97,2281734971436;122;52,8209567552279;2;2;3
186;4;ESCUELA BASICA ENQUELGA; ; ;2;1;1;14;1403;COLCHANE;11;IQUIQUE;2;48,5144591017711;54,0109361742689;0;87,5;0;97,2281734971436;122;56,2136101658222;2;2;3
187;2;ESCUELA VERTIENTE DEL SABER; ; ;2;1;1;14;1405;PICA;11;IQUIQUE;1;39,8537052042664;66,8364014810459;21,91;100;12,3333333333333;96,3132708419742;112;58,5802495921724;2;2;3
188;0;ESC. MATILLA DE NUEVA EXTREMADURA; ; ;2;1;1;14;1405;PICA;11;IQUIQUE;1;37,2060983831261;30,2320158567482;31,32;100;19;94,6472043146656;112;47,8828057908726;2;2;3
191;0;LIC. ALCDE.SERGIO GONZALEZ GUTIERREZ; ; ;1;1;1;14;1401;POZO ALMONTE;11;IQUIQUE;2;37,1871396292758;66,0930491439923;0;100;0;94,3395872194164;121;55,0200046114215;2;2;3
192;9;ESCUELA BASICA MAMINA; ; ;1;1;1;14;1401;POZO ALMONTE;11;IQUIQUE;2;41,4452771542576;62,713261893697;0;100;0;94,6969061312854;121;55,7277852261933;2;2;3
193;7;ESCUELA BASICA POZO ALMONTE; ; ;1;1;1;14;1401;POZO ALMONTE;11;IQUIQUE;1;38,3027060832489;61,2359500219821;0;100;0;96,2557828847136;112;54,4943394915941;2;2;3
195;3;ESCUELA BASICA LA TIRANA; ; ;1;1;1;14;1401;POZO ALMONTE;11;IQUIQUE;2;44,3869601450461;68,7354586106026;31,81;100;14,8333333333333;94,0372017966186;121;61,0075547265585;1;2;1
196;1;ESCUELA BASICA HUATACONDO; ; ;1;1;1;14;1401;POZO ALMONTE;11;IQUIQUE;2;38,1704492903438;60,7785173665586;0;100;0;96,6143113718099;121;54,3961996018618;2;2;3
198;8;ESCUELA BASICA LA HUAYCA; ; ;1;1;1;14;1401;POZO ALMONTE;11;IQUIQUE;2;49,1352989928266;76,4097264665127;27,7777777777778;100;11,8;93,2446591051156;121;64,3452757077615;1;2;1
